"plataforma","condicion","video_id","y","ok","prob","etiqueta","ioi","aoc","ebt","razon"
"Youtube","Metadata+Transcript","5WkUpvW853E",1,TRUE,0.8,1,"not violated","violated","not violated","Claims depression is a choice and can be overcome by willpower, contradicting medical consensus."
"Youtube","Metadata+Transcript","4A08pjnzAp8",0,TRUE,0,0,"not violated","not violated","not violated","Video presents accurate information on potential link between marijuana and schizophrenia, citing expert concerns and research."
"Youtube","Metadata+Transcript","msZG1Cryu-c",0,TRUE,0,0,"not violated","not violated","not violated","Video presents a prayer for anxiety relief, which is not a medical intervention, and does not contradict medical consensus or discourage evidence-based treatment."
"Youtube","Metadata+Transcript","CPhqdth_bAk",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video provides inspirational quotes and motivational messages without making any medically relevant claims."
"Youtube","Metadata+Transcript","lpY0FFG9oBM",0,TRUE,0,0,"not violated","not violated","not violated","The video discusses personal experiences with depression and alcohol abuse, but does not provide any misinformation about treatments or interventions."
"Youtube","Metadata+Transcript","6lc4sXrjTow",0,TRUE,0.8,1,"not applicable","violated","not applicable","The video presents a false dichotomy between agoraphobia and schizophrenia, and the dialogue suggests that the speaker is experiencing symptoms of agoraphobia, but the tone and language used are stigmatizing and inaccurate."
"Youtube","Metadata+Transcript","jslKU7vIxeY",0,TRUE,0,0,"not violated","not violated","not violated","Video presents a hypothetical explanation for hand flapping as a coping mechanism, without making any false medical claims."
"Youtube","Metadata+Transcript","caJpg6F81jo",0,TRUE,0,0,"not applicable","not violated","not applicable","Video does not contain medical claims or interventions, only a personal expression of anxiety and uncertainty."
"Youtube","Metadata+Transcript","WDymiiSfS4s",0,TRUE,0,0,"not applicable","not applicable","not applicable","The video appears to be a lighthearted, personal moment between a parent and child with autism, without any medical claims or interventions."
"Youtube","Metadata+Transcript","q7EYMLToHjE",0,TRUE,0,0,"not applicable","not violated","not violated","Video promotes self-acceptance and self-improvement without making any false medical claims."
"Youtube","Metadata+Transcript","_dLWisnAySY",0,TRUE,0,0,"not applicable","not violated","not applicable","Video provides general support and awareness, without promoting or discouraging specific treatments or interventions."
"Youtube","Metadata+Transcript","tyUlVGtmXZg",0,TRUE,0,0,"not violated","not violated","not violated","Video provides general, non-specific advice that aligns with mental health consensus and does not promote unproven interventions or discourage evidence-based treatments."
"Youtube","Metadata+Transcript","jqffqAJRRLY",0,TRUE,0,0,"not applicable","not applicable","not applicable","No information on interventions, consensus, or evidence-based treatment is provided."
"Youtube","Metadata+Transcript","x1cj_NIx49M",1,TRUE,0,0,"not applicable","not violated","not applicable","Video presents personal prayers for mental health, does not provide medical claims or interventions."
"Youtube","Metadata+Transcript","PwdAw2nE-s0",0,TRUE,0,0,"not applicable","not violated","not applicable","Video discusses personal experiences and stigma surrounding mental health disorders, without promoting misinformation or contradicting medical consensus."
"Youtube","Metadata+Transcript","ao9QHIrU3_Y",0,TRUE,0,0,"not applicable","not violated","not applicable","Video does not provide medical claims or interventions, and aligns with general awareness about ADHD hyperfixation."
"Youtube","Metadata+Transcript","9whgryk-jdY",0,TRUE,0,0,"not applicable","not violated","not applicable","Video discusses compassion and gospel exposure, no medical claims or interventions mentioned."
"Youtube","Metadata+Transcript","8bsZGvE9pkU",0,TRUE,0,0,"not applicable","not violated","not violated","Video promotes self-care through personal items, no medical claims or interventions."
"Youtube","Metadata+Transcript","Ikx_gtjKBp0",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a music performance with no mental health content."
"Youtube","Metadata+Transcript","_gg8rAVtr5o",1,TRUE,0,0,"not applicable","not applicable","not applicable","No information on interventions, consensus, or evidence-based treatment is provided."
"Youtube","Metadata+Transcript","FpS1Rsb1edc",0,TRUE,0,0,"not violated","not violated","not violated","The video presents a personal experience and does not provide false medical claims or discourage evidence-based treatment."
"Youtube","Metadata+Transcript","Ya8QvEz_pqs",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video does not contain any information about interventions, medical consensus, or evidence-based treatment."
"Youtube","Metadata+Transcript","hlgaBBtsJEI",1,TRUE,0.8,1,"not applicable","violated","not applicable","Denies mental health disorders, contradicting current scientific consensus."
"Youtube","Metadata+Transcript","U8WqEszw0ZY",0,TRUE,0,0,"not violated","not violated","not violated","The video presents a personal experience and a non-medical solution to OCD symptoms, without making any false medical claims."
"Youtube","Metadata+Transcript","-gCSzvsCWCU",0,TRUE,0,0,"not applicable","not violated","not applicable","Video does not provide medical claims, but rather a personal perspective on autism management."
"Youtube","Metadata+Transcript","yWGD0CocLXA",0,TRUE,0.8,1,"not applicable","violated","not applicable","Claims Satan causes anxiety, contradicting medical consensus on anxiety causes and treatments."
"Youtube","Metadata+Transcript","GA7oKrNNyFo",0,TRUE,0,0,"not violated","not violated","not violated","The video provides accurate information on eating disorders, their prevalence, and the importance of seeking help. It also recommends a supportive approach to encourage individuals to seek help."
"Youtube","Metadata+Transcript","eM2wDYtggAM",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title and description suggest a general mental health awareness message, but no specific claims or information are provided."
"Youtube","Metadata+Transcript","Tses1eKubME",0,TRUE,0,0,"not violated","not violated","not violated","Video promotes awareness and understanding of mental health, without providing misinformation or discouraging evidence-based treatment."
"Youtube","Metadata+Transcript","cBH6kwEoy6w",0,TRUE,0,0,"not violated","not violated","not violated","Video provides personal tips and resources for managing ADHD, without making false medical claims."
"Youtube","Metadata+Transcript","ULCpQIkiixg",0,TRUE,0,0,"not violated","not violated","not violated","Video promotes self-awareness, healthy expression, and evidence-based talk therapy without spreading misinformation."
"Youtube","Metadata+Transcript","SruTpupF20k",0,TRUE,0,0,"not applicable","not violated","not applicable","Video presents personal experience and reframes identity, does not provide medical claims or misinformation."
"Youtube","Metadata+Transcript","DPmkskPbsuI",0,TRUE,0,0,"not applicable","not violated","not violated","Video appears to be a personal account of eating habits in anorexia recovery, not providing medical advice or misinformation."
"Youtube","Metadata+Transcript","-HSKuYeOZyY",0,TRUE,0,0,"not violated","not violated","not violated","Video provides accurate and evidence-based grounding techniques for anxiety management."
"Youtube","Metadata+Transcript","6mLnW-g39Rg",1,TRUE,0,0,"not violated","not violated","not violated","Video presents accurate information about fish oil's potential benefits for depression, citing research and expert opinion."
"Youtube","Metadata+Transcript","Ucemr3N4mMI",0,TRUE,0.2,0,"not violated","not violated","not violated","Video provides general guidelines for mental health, but lacks scientific evidence and consensus"
"Youtube","Metadata+Transcript","v8dEHmvwwnQ",0,TRUE,0,0,"not violated","not violated","not violated","Video presents Bible verses as a source of comfort and reassurance, without making any false medical claims."
"Youtube","Metadata+Transcript","0wXg2ngro9M",0,TRUE,0,0,"not applicable","not violated","not violated","The video discusses a personal experience and a colloquial term, without making any medically inaccurate claims."
"Youtube","Metadata+Transcript","aPpQgvZYToo",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal anecdote or vlog, not providing any mental health information."
"Youtube","Metadata+Transcript","IX2h1gcLXkU",0,TRUE,0,0,"not applicable","not violated","not applicable","Video accurately describes binge eating disorder criteria according to DSM-5"
"Youtube","Metadata+Transcript","Y_FErNCZ7g8",0,TRUE,0,0,"not applicable","not violated","not applicable","Video promotes awareness and acceptance of autism, without providing any medical claims or interventions."
"Youtube","Metadata+Transcript","XQh5vlmEKHY",0,TRUE,0,0,"not applicable","not violated","not applicable","Video only provides a title and description, no information is presented."
"Youtube","Metadata+Transcript","jUF1K9rsh9o",0,TRUE,0.8,1,"not applicable","violated","not applicable","Incorrectly describes mood disorders as not triggered by life events and having a slow onset, contradicting medical consensus."
"Youtube","Metadata+Transcript","IlsEZLs1PUI",1,TRUE,0.8,1,"violated","violated","not violated","Tylenol's risks for autism and ADHD are overstated, and natural remedies are not evidence-based alternatives."
"Youtube","Metadata+Transcript","bib-90wfm1s",0,TRUE,0,0,"not applicable","not violated","not violated","Video provides general awareness about behavioral addiction signs, aligning with medical consensus."
"Youtube","Metadata+Transcript","1gJa2-Z11Qs",1,TRUE,1,1,"violated","violated","violated","Denies clinical depression as a disease, suggesting it can be fixed by addressing life problems."
"Youtube","Metadata+Transcript","E4VvdPsS6B0",0,TRUE,0.8,1,"not applicable","violated","not applicable","Claims that mental illness is the viewer's fault contradict current scientific consensus on mental health."
"Youtube","Metadata+Transcript","vzM2YJeAIUU",0,TRUE,0.8,1,"violated","not violated","not violated","Claiming shoes help with ADHD symptoms without evidence or explanation is misleading and potentially harmful."
"Youtube","Metadata+Transcript","r4pnYvpJtKA",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video only contains calming music, no medical claims or advice."
"Youtube","Metadata+Transcript","BAVHze_aoCY",0,TRUE,0.8,1,"not applicable","violated","not applicable","Claim contradicts scientific consensus that antidepressants are not added to water supply."
"Youtube","Metadata+Transcript","9ThZOOXJvIg",0,TRUE,0,0,"not violated","not violated","not violated","Video shares personal growth tips and self-care strategies without making false medical claims."
"Youtube","Metadata+Transcript","iVVIrk9aFes",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a personal expression of emotions and thoughts, without providing any medical claims or interventions."
"Youtube","Metadata+Transcript","NxHUrzyrBsI",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a meme with no medical claims or information."
"Youtube","Metadata+Transcript","67-_cxW5GsM",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal expression of emotions and experiences, without any medical claims or advice."
"Youtube","Metadata+Transcript","DLJLH3vm3Ec",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a relatable, humorous anecdote about social anxiety, without any medical claims or advice."
"Youtube","Metadata+Transcript","i9-mEza2vbY",0,TRUE,0,0,"not applicable","not violated","not applicable","The video presents a nuanced discussion of the relationship between cannabis use and psychosis, referencing specific studies and acknowledging the age-related risk."
"Youtube","Metadata+Transcript","bWUoFJwf-s4",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a joke or comedy sketch, not providing mental health information."
"Youtube","Metadata+Transcript","lKuYRcumQLg",0,TRUE,0,0,"not violated","not violated","not violated","Video promotes responsible internet use and seeking expert help, without spreading misinformation."
"Youtube","Metadata+Transcript","ul3UE8Z8EX8",1,TRUE,0,0,"not applicable","not violated","not applicable","Video provides a Quranic perspective on managing overthinking and depression, without making any false medical claims."
"Youtube","Metadata+Transcript","3ePM7727_ug",1,FALSE,NA,NA,NA,NA,NA,NA
"Youtube","Metadata+Transcript","DOta5VO4LI8",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal expression of frustration, not providing any mental health information."
"Youtube","Metadata+Transcript","uSB31DnftkM",0,TRUE,0,0,"not violated","not violated","not violated","Video promotes a general self-help approach without making any medically relevant claims."
"Youtube","Metadata+Transcript","sJ1W2gzoNyY",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a comedic skit, not providing mental health information."
"Youtube","Metadata+Transcript","IOGKwaBmjnQ",0,TRUE,0,0,"not violated","not violated","not violated","Video presents historical fact about ancient Greek physician's treatment, without making any false claims about modern treatments or interventions."
"Youtube","Metadata+Transcript","B9StQM7O_SU",1,TRUE,0,0,"not violated","not violated","not violated","Video promotes a spiritual approach to mental health, which is not necessarily misinformation."
"Youtube","Metadata+Transcript","SJ5JN3GoEtc",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a comedic skit, not providing mental health information."
"Youtube","Metadata+Transcript","HpESXb-KXrU",0,TRUE,0,0,"not applicable","not violated","not applicable","Video only lists Disney Princess characters with mental disorders, no treatment or intervention claims"
"Youtube","Metadata+Transcript","Y1JMsfxGUZ4",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title and description suggest a prayer or dua for depression and anxiety, but the audio transcript is empty, providing no information to evaluate."
"Youtube","Metadata+Transcript","MtfDPN7BHag",0,TRUE,0,0,"not violated","not violated","not violated","Video promotes faith-based coping mechanisms without contradicting medical consensus or discouraging evidence-based treatment."
"Youtube","Metadata+Transcript","nsm5QK1fFgY",0,TRUE,0,0,"not applicable","not violated","not violated","Video provides accurate information about Bipolar Disorder and its symptoms, and includes a disclaimer about seeking professional advice."
"Youtube","Metadata+Transcript","CxmWzYTg95s",0,TRUE,0.8,1,"not applicable","violated","not applicable","Video makes unsubstantiated claims about prayer removing anxiety and depression, contradicting medical consensus."
"Youtube","Metadata+Transcript","xY6K2YoNB1c",0,TRUE,0,0,"not applicable","not violated","not applicable","Video shares personal experience of panic attack, does not provide medical claims or interventions."
"Youtube","Metadata+Transcript","oBYHVIyRsPI",0,TRUE,0,0,"not violated","not violated","not violated","Video presents evidence-based tips for ADHD, citing research studies and providing links to supplements and studies."
"Youtube","Metadata+Transcript","kklTNZKx2jk",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal awareness message without medical claims."
"Youtube","Metadata+Transcript","jytc_QTsY4Q",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video is a personal story and music, no medical claims or interventions discussed."
"Youtube","Metadata+Transcript","GuugQIt_KqQ",0,TRUE,0,0,"not applicable","not violated","not applicable","Video is a personal anecdote about the author's experience with Adderall, without making any medical claims or promoting misinformation."
"Youtube","Metadata+Transcript","SUdRVPiZ6o0",0,TRUE,0,0,"not violated","not violated","not violated","Video provides general advice on habits to avoid, without making any false medical claims or promoting unproven treatments."
"Youtube","Metadata+Transcript","px7yku9rs2w",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a personal account of living with BPD and anxiety, without providing any medical claims or interventions."
"Youtube","Metadata+Transcript","a8JGsnY-RY0",0,TRUE,0,0,"not violated","not violated","not violated","The video does not provide any medical claims or interventions for OCD, and only recommends a game as a form of entertainment."
"Youtube","Metadata+Transcript","kVVDn7nwgRg",0,TRUE,0,0,"not applicable","not applicable","not applicable","No medical claims or interventions mentioned in the video."
"Youtube","Metadata+Transcript","FjuelU1QMWY",1,TRUE,0.9,1,"violated","violated","violated","Video promotes fasting as a treatment for anorexia, contradicting established treatment protocols."
"Youtube","Metadata+Transcript","cYTxkDwS8aM",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video contains inspirational quotes without providing any medical claims or advice."
"Youtube","Metadata+Transcript","yyB2oEYKM6U",0,TRUE,0.8,1,"not applicable","violated","not applicable","Denies the possibility of feeling depression, contradicting current scientific consensus."
"Youtube","Metadata+Transcript","ZnapOFQYaz0",0,TRUE,0,0,"not applicable","not violated","not applicable","Video promotes general wellness and self-improvement, but does not provide specific mental health information or interventions."
"Youtube","Metadata+Transcript","C5ss48kjixw",0,FALSE,NA,NA,NA,NA,NA,NA
"Youtube","Metadata+Transcript","H94uwCMcT20",1,TRUE,0,0,"not applicable","not violated","not violated","Video aligns with medical consensus, discussing gender dysphoria as a mental disorder and advocating for treatment."
"Youtube","Metadata+Transcript","ZohmODtXZhw",0,TRUE,0,0,"not violated","not violated","not violated","The video suggests a thought experiment to help manage OCD, without promoting unproven treatments or contradicting medical consensus."
"Youtube","Metadata+Transcript","IoLLTb8F9n0",0,TRUE,0,0,"not violated","not violated","not violated","Video promotes Bhagavad Gita as a solution for depression, but does not make any false medical claims."
"Youtube","Metadata+Transcript","1pMwCO4p2WA",1,TRUE,0.8,1,"not violated","violated","not violated","Claims that depression and stress are caused by ignoring the guidance of the Creator, contradicting current scientific consensus."
"Youtube","Metadata+Transcript","8_RK7jQrQbc",0,TRUE,0,0,"not applicable","not violated","not applicable","The video shares a personal experience and does not provide any medical claims or interventions."
"Youtube","Metadata+Transcript","d9JVGzdcWRQ",0,TRUE,0.8,1,"not applicable","violated","not applicable","The video presents a false dichotomy between hypomania and bipolar, implying they are mutually exclusive, which contradicts medical consensus."
"Youtube","Metadata+Transcript","d_HV3f1OThc",0,TRUE,0,0,"not applicable","not violated","not applicable","Video promotes self-care and happiness, without providing any medical claims or interventions."
"Youtube","Metadata+Transcript","2n-GS8LUddU",0,TRUE,0,0,"not violated","not violated","not violated","Video promotes seeking professional help and discourages self-diagnosis, aligning with medical consensus."
"Youtube","Metadata+Transcript","kS1GsUStQzQ",0,TRUE,0,0,"not applicable","not violated","not applicable","Video presents accurate information about racial discrimination's link to depression in college-educated Black Americans, citing a study."
"Youtube","Metadata+Transcript","N9zEBD6ZcAw",0,TRUE,0,0,"not applicable","not violated","not violated","Video discusses a child's personal experience with a learning app, without making any medical claims or promoting unproven treatments."
"Youtube","Metadata+Transcript","7BGLiQ4n2F0",0,TRUE,0.8,1,"violated","not violated","not violated","The video promotes a self-help technique without evidence or medical backing."
"Youtube","Metadata+Transcript","XeT25DgkJeE",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a short, innocuous clip of a child with autism playing with a toy, with no mention of mental health or medical information."
"Youtube","Metadata+Transcript","A--oGVHVK1c",0,TRUE,0.8,1,"not applicable","violated","not applicable","The video mislabels autism as a 'medical condition', contradicting current scientific consensus."
"Youtube","Metadata+Transcript","XBEyqLnZHw0",0,TRUE,0,0,"not applicable","not violated","not violated","Video promotes self-care and mental health awareness without making any false medical claims."
"Youtube","Metadata+Transcript","k1cy8GafMCw",0,TRUE,0,0,"not violated","not violated","not violated","Video provides accurate information about Maladaptive Daydreaming, its causes, and recommended treatment (therapy)."
"Youtube","Metadata+Transcript","Wt0aPy1ZXSg",1,TRUE,0,0,"not violated","not violated","not violated","Video presents a plausible explanation for anxiety and suggests evidence-based interventions, such as electrolyte balance and herbal remedies."
"Youtube","Metadata","xdVMLwUyKFo",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal anecdote or awareness message without any medical claims."
"Youtube","Metadata","nefiLRyJ7bc",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a motivational speech without any specific medical claims or interventions."
"Youtube","Metadata","rWKYkXH3API",0,TRUE,0,0,"not applicable","not violated","not applicable","Video describes somatic symptom disorder accurately, without promoting misinformation or unproven treatments."
"Youtube","Metadata","B1twiLfbjow",0,TRUE,0,0,"not violated","not violated","not violated","Video does not contain any false medical claims or misinformation about OCD or anxiety treatment."
"Youtube","Metadata","qVm0N_MjyXo",1,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a commentary on societal attitudes towards men's mental health, not providing medical information."
"Youtube","Metadata","5pwNICniqtM",0,TRUE,0,0,"not violated","not violated","not violated","Video does not provide medical claims or interventions, and the influencer explicitly states they are not a professional."
"Youtube","Metadata","dmE-lkYba9Q",0,TRUE,0,0,"not applicable","not violated","not violated","Video promotes general awareness and support for mental health, without providing any specific interventions or claims contradicting medical consensus."
"Youtube","Metadata","C9j4JxFlyTg",1,TRUE,0.8,1,"not applicable","violated","not applicable","Claims that ESFPs and ENFPs don't have ADHD contradict medical consensus."
"Youtube","Metadata","qCthXuL1yZU",0,TRUE,0,0,"not violated","not violated","not violated","Video presents general information on vitamins for mental health without making false claims or discouraging evidence-based treatment."
"Youtube","Metadata","JjYK_kwcu5Q",1,TRUE,0.2,0,"not violated","not violated","not violated","Video presents microdosing as potentially helpful, but does not make false claims about treatments or interventions."
"Youtube","Metadata","lxcR-piMkgo",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be an educational introduction to neuroscientist Andrew Huberman's work, without making any specific claims about depression treatment."
"Youtube","Metadata","qXCyeRW8uRQ",0,TRUE,0,0,"not violated","not violated","not violated","Video provides general wellness tips and resources, no false medical claims or discouragement of evidence-based treatment."
"Youtube","Metadata","89Cl_G6OEFg",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests awareness and support, no apparent medical claims"
"Youtube","Metadata","uN6Wba7A2Z0",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video is a personal account of mental health struggles, does not provide medical claims or advice."
"Youtube","Metadata","BCQYfe3k11Q",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be about language usage, not mental health treatment or interventions."
"Youtube","Metadata","xGvaSROftWU",0,TRUE,0,0,"not violated","not violated","not violated","Video promotes self-care and prioritizing mental health recovery without spreading misinformation."
"Youtube","Metadata","qu9hKSCX-5w",0,TRUE,0,0,"not applicable","not violated","not violated","Video discusses exercise as a general mental health benefit, without making any specific claims about treatments or interventions for bipolar disorder."
"Youtube","Metadata","28PZ4m8bCAY",1,TRUE,0.9,1,"violated","violated","violated","Claims that God healed her from an eating disorder and rage without providing evidence or medical context."
"Youtube","Metadata","N-6ghXgeO7A",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a speculative discussion about a fictional character's mental health, not providing medical information."
"Youtube","Metadata","_s04cdduA84",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title does not contain any medical claims or information about mental health interventions."
"Youtube","Metadata","k4pmykfIhzk",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a personal, artistic expression of mental illness, without any medical claims or interventions."
"Youtube","Metadata","FRnLETy5TdA",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a lighthearted, humorous clip with no apparent mental health claims or advice."
"Youtube","Metadata","vN3MctHrJPo",1,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests a spiritual approach to anxiety, no specific claims made"
"Youtube","Metadata","zlo8Ec4KF20",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a humorous clip with no mental health information"
"Youtube","Metadata","GqgRCPs1bdo",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal awareness message, no medical claims made."
"Youtube","Metadata","2uE8YsXdloA",1,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a motivational or inspirational clip, not providing mental health information."
"Youtube","Metadata","htKGdOiwM00",1,TRUE,0,0,"not applicable","not violated","not applicable","Video only shows a representation of severe depression, no medical claims or interventions mentioned."
"Youtube","Metadata","NdLGryoieVY",0,TRUE,0,0,"not applicable","not violated","not applicable","Video discusses general mental illness statistics without providing false medical claims."
"Youtube","Metadata","G-aQVbKfO4I",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal account of living with ADHD, no medical claims or interventions mentioned."
"Youtube","Metadata","zb-wqjf_WyA",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal experience or awareness message without medical claims."
"Youtube","Metadata","lyT-x9pMNjU",1,TRUE,0,0,"not applicable","not applicable","not applicable","No information on interventions, consensus, or evidence-based treatment is provided."
"Youtube","Metadata","uxfsZMtABmU",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal experience sharing, not providing medical claims or interventions."
"Youtube","Metadata","HPc0nOxEmF0",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a social experiment or expose, not providing mental health information."
"Youtube","Metadata","Gwk1saT156k",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal anecdote about autism and stimming, without any medical claims."
"Youtube","Metadata","6iw0JZbX8qo",0,TRUE,0,0,"not violated","not violated","not violated","Video provides accurate information on experiential avoidance and its consequences, and mentions effective treatments without promoting misinformation."
"Youtube","Metadata","NdYCNW5ge7A",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests a spiritual or motivational speech, not a medical intervention or treatment."
"Youtube","Metadata","XvcxJpDmW1k",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal vlog about the creator's experiences and music, without any medical claims or advice."
"Youtube","Metadata","YNJNHelSbeg",0,TRUE,0.8,1,"not applicable","violated","not applicable","Claim that weed causes psychosis and schizophrenia contradicts current scientific consensus on cannabis use and mental health."
"Youtube","Metadata","J2tBtMslyE0",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a personal account and awareness-raising effort, without any medical claims or interventions discussed."
"Youtube","Metadata","hgT_cIJR_bY",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal expression of relatability, not providing medical claims or advice."
"Youtube","Metadata","TEP0KseWO5Y",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a lighthearted, entertainment-focused clip using a filter, not providing mental health information."
"Youtube","Metadata","5vcRFAn-KRE",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests a humorous take on mental health, no explicit medical claims."
"Youtube","Metadata","O7lOzhiKnaA",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a personal account of a parent's experience with autism, without any false medical claims."
"Youtube","Metadata","fz6dbtnwEi0",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests awareness and interest in autism, without making any medical claims."
"Youtube","Metadata","JGw_BzwtqtM",0,TRUE,0,0,"not applicable","not violated","not applicable","Video reports on news event, does not provide medical information or advice."
"Youtube","Metadata","XfSfQ2JtYrk",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be educational content about chemistry definitions, not related to mental health."
"Youtube","Metadata","qa9lid42H8w",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a personal awareness message without medical claims, promoting a foundation's work on mental health and suicide prevention."
"Youtube","Metadata","BSpH3LAI0qM",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title does not contain medical claims or interventions."
"Youtube","Metadata","91PG4eFfXw8",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a general awareness message about depression, without providing any specific interventions or treatments."
"Youtube","Metadata","tQe1C_asEMM",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal art project, no medical claims made."
"Youtube","Metadata","pK7V7KcU0DU",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests a series on seasonal depression, implying a focus on awareness and education rather than misinformation."
"Youtube","Metadata","omATxc5uQ4w",0,TRUE,0,0,"not violated","not violated","not violated","Video promotes awareness and encourages seeking help, without spreading misinformation."
"Youtube","Metadata","7FoFzYlQMpw",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be educational and informative, no medical claims made."
"Youtube","Metadata","phh9NVUMQF8",0,TRUE,0.2,0,"not applicable","not violated","not applicable","Video title suggests a sensationalized and potentially misleading question, but no specific claims are made."
"Youtube","Metadata","c1633088Vz0",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be educational and informative, providing general information about schizophrenia."
"Youtube","Metadata","8g5shmI0bJ8",0,TRUE,0,0,"not applicable","not violated","not applicable","Video title does not contain any medical claims or misinformation"
"Youtube","Metadata","WdT6V3IYWk4",0,TRUE,0,0,"not violated","not violated","not violated","Video title suggests a myth about OCD treatment, but description promotes a book with a treatment approach, indicating a potentially helpful resource."
"Youtube","Metadata","HiK4YNFROKs",0,TRUE,0,0,"not applicable","not violated","not applicable","Video is a general awareness message without any medical claims or interventions."
"Youtube","Metadata","brK6ddIrUZw",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal experience or awareness message, no medical claims made."
"Youtube","Metadata","g3aazom7QaM",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a personal account, not providing medical claims or interventions."
"Youtube","Metadata","Ov7d4fiRTvQ",0,TRUE,0,0,"not applicable","not violated","not violated","Video provides general awareness and encourages professional consultation, no misinformation."
"Youtube","Metadata","GjtJr9atv9E",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal transformation story without medical claims or advice."
"Youtube","Metadata","p77wIPwP0e8",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests a general discussion on mental health, no specific claims made"
"Youtube","Metadata","JtYvjwQrMHY",0,TRUE,0,0,"not applicable","not violated","not applicable","Hyperfocus is a recognized symptom of ADHD, supported by medical consensus."
"Youtube","Metadata","UtqzXDxVXVY",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video lacks any information about mental health interventions, consensus, or evidence-based treatment."
"Youtube","Metadata","OlM33xwZQbs",0,TRUE,0,0,"not applicable","not violated","not violated","Video promotes mental health support and prioritizing well-being, without spreading misinformation."
"Youtube","Metadata","WU5SzsUhqO8",0,TRUE,0.8,1,"not applicable","violated","not applicable","Andrew Tate's comments on depression may contradict medical consensus, promoting unproven or misleading views on mental health."
"Youtube","Metadata","5DmxLFifVgc",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests a personal experience or awareness message, not a medical claim."
